Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,138,0,138,GASTRO
Monday,0,2,277,0,277,GASTRO
Monday,1,3,0,0,0,CARD
Monday,1,4,101,0,101,CARD
Monday,1,5,202,0,202,CARD
Monday,1,6,303,0,303,CARD
Monday,2,7,0,0,0,ORTH
Monday,2,8,146,0,146,ORTH
Monday,2,9,292,0,292,ORTH
Monday,3,10,0,0,0,GYN
Monday,3,11,82,0,82,GYN
Monday,3,12,165,0,165,GYN
Monday,3,13,247,0,247,GYN
Monday,3,14,329,0,329,GYN
Monday,4,15,0,0,0,URO
Monday,4,16,72,0,72,URO
Monday,4,17,144,0,144,URO
Monday,4,18,216,0,216,URO
Monday,4,19,288,0,288,URO
Monday,4,20,360,0,360,URO
Monday,5,21,0,0,0,CARD
Monday,5,22,101,0,101,CARD
Monday,5,23,202,0,202,CARD
Monday,5,24,303,0,303,CARD
Monday,6,25,0,0,0,URO
Monday,6,26,72,0,72,URO
Monday,6,27,144,0,144,URO
Monday,6,28,216,0,216,URO
Monday,6,29,288,0,288,URO
Monday,6,30,360,0,360,URO
Tuesday,7,31,0,0,0,GASTRO
Tuesday,7,32,138,0,138,GASTRO
Tuesday,7,33,277,0,277,GASTRO
Tuesday,8,34,0,0,0,ORTH
Tuesday,8,35,146,0,146,ORTH
Tuesday,8,36,292,0,292,ORTH
Tuesday,9,37,0,0,0,ORTH
Tuesday,9,38,146,0,146,ORTH
Tuesday,9,39,292,0,292,ORTH
Tuesday,10,40,0,0,0,GYN
Tuesday,10,41,82,0,82,GYN
Tuesday,10,42,165,0,165,GYN
Tuesday,10,43,247,0,247,GYN
Tuesday,10,44,329,0,329,GYN
Tuesday,11,45,0,0,0,GYN
Tuesday,11,46,82,0,82,GYN
Tuesday,11,47,165,0,165,GYN
Tuesday,11,48,247,0,247,GYN
Tuesday,11,49,329,0,329,GYN
Tuesday,12,50,0,0,0,URO
Tuesday,12,51,72,0,72,URO
Tuesday,12,52,144,0,144,URO
Tuesday,12,53,216,0,216,URO
Tuesday,12,54,288,0,288,URO
Tuesday,12,55,360,0,360,URO
Wednesday,13,56,0,0,0,GASTRO
Wednesday,13,57,138,0,138,GASTRO
Wednesday,13,58,277,0,277,GASTRO
Wednesday,14,59,0,0,0,GASTRO
Wednesday,14,60,138,0,138,GASTRO
Wednesday,14,61,277,0,277,GASTRO
Wednesday,15,62,0,0,0,CARD
Wednesday,15,63,101,0,101,CARD
Wednesday,15,64,202,0,202,CARD
Wednesday,16,65,0,0,0,MED
Wednesday,16,66,80,0,80,MED
Wednesday,16,67,161,0,161,MED
Wednesday,16,68,241,0,241,MED
Wednesday,16,69,322,0,322,MED
Wednesday,17,70,0,0,0,GYN
Wednesday,17,71,82,0,82,GYN
Wednesday,17,72,165,0,165,GYN
Wednesday,17,73,247,0,247,GYN
Wednesday,17,74,329,0,329,GYN
Wednesday,18,75,0,0,0,GYN
Wednesday,18,76,82,0,82,GYN
Wednesday,18,77,165,0,165,GYN
Wednesday,18,78,247,0,247,GYN
Wednesday,18,79,329,0,329,GYN
Wednesday,19,80,0,0,0,URO
Wednesday,20,81,0,0,0,ORTH
Wednesday,20,82,146,0,146,ORTH
Wednesday,20,83,292,0,292,ORTH
Thursday,21,84,0,0,0,GASTRO
Thursday,21,85,138,0,138,GASTRO
Thursday,21,86,277,0,277,GASTRO
Thursday,22,87,0,0,0,ORTH
Thursday,22,88,146,0,146,ORTH
Thursday,22,89,292,0,292,ORTH
Thursday,23,90,0,0,0,GYN
Thursday,23,91,82,0,82,GYN
Thursday,23,92,165,0,165,GYN
Thursday,23,93,247,0,247,GYN
Thursday,23,94,329,0,329,GYN
Thursday,24,95,0,0,0,GYN
Thursday,24,96,82,0,82,GYN
Thursday,24,97,165,0,165,GYN
Thursday,24,98,247,0,247,GYN
Thursday,24,99,329,0,329,GYN
Friday,26,100,0,0,0,GASTRO
Friday,26,101,138,0,138,GASTRO
Friday,26,102,277,0,277,GASTRO
Friday,27,103,0,0,0,CARD
Friday,27,104,101,0,101,CARD
Friday,27,105,202,0,202,CARD
Friday,27,106,303,0,303,CARD
Friday,28,107,0,0,0,ORTH
Friday,28,108,146,0,146,ORTH
Friday,28,109,292,0,292,ORTH
Friday,29,110,0,0,0,GYN
Friday,29,111,82,0,82,GYN
Friday,29,112,165,0,165,GYN
Friday,29,113,247,0,247,GYN
Friday,29,114,329,0,329,GYN
Friday,30,115,0,0,0,URO
Friday,30,116,72,0,72,URO
Friday,30,117,144,0,144,URO
Friday,30,118,216,0,216,URO
Friday,30,119,288,0,288,URO
Friday,30,120,360,0,360,URO
Friday,31,121,0,0,0,CARD
Friday,31,122,101,0,101,CARD
Friday,31,123,202,0,202,CARD
Friday,31,124,303,0,303,CARD
