Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,138,0,138,GASTRO
Monday,0,2,277,0,277,GASTRO
Monday,1,3,0,0,0,CARD
Monday,1,4,101,0,101,CARD
Monday,1,5,202,0,202,CARD
Monday,1,6,303,0,303,CARD
Monday,2,7,0,0,0,ORTH
Monday,2,8,146,0,146,ORTH
Monday,2,9,292,0,292,ORTH
Monday,3,10,0,0,0,GYN
Monday,3,11,82,0,82,GYN
Monday,3,12,165,0,165,GYN
Monday,3,13,247,0,247,GYN
Monday,3,14,329,0,329,GYN
Monday,5,15,0,0,0,CARD
Monday,5,16,101,0,101,CARD
Monday,5,17,202,0,202,CARD
Monday,5,18,303,0,303,CARD
Monday,6,19,0,0,0,URO
Monday,6,20,72,0,72,URO
Monday,6,21,144,0,144,URO
Monday,6,22,216,0,216,URO
Monday,6,23,288,0,288,URO
Monday,6,24,360,0,360,URO
Tuesday,7,25,0,0,0,GASTRO
Tuesday,7,26,138,0,138,GASTRO
Tuesday,7,27,277,0,277,GASTRO
Tuesday,8,28,0,0,0,ORTH
Tuesday,8,29,146,0,146,ORTH
Tuesday,8,30,292,0,292,ORTH
Tuesday,9,31,0,0,0,ORTH
Tuesday,9,32,146,0,146,ORTH
Tuesday,9,33,292,0,292,ORTH
Tuesday,10,34,0,0,0,GYN
Tuesday,10,35,82,0,82,GYN
Tuesday,10,36,165,0,165,GYN
Tuesday,10,37,247,0,247,GYN
Tuesday,10,38,329,0,329,GYN
Tuesday,11,39,0,0,0,GYN
Tuesday,11,40,82,0,82,GYN
Tuesday,11,41,165,0,165,GYN
Wednesday,13,42,0,0,0,GASTRO
Wednesday,13,43,138,0,138,GASTRO
Wednesday,13,44,277,0,277,GASTRO
Wednesday,14,45,0,0,0,GASTRO
Wednesday,14,46,138,0,138,GASTRO
Wednesday,14,47,277,0,277,GASTRO
Wednesday,15,48,0,0,0,CARD
Wednesday,15,49,101,0,101,CARD
Wednesday,16,50,0,0,0,MED
Wednesday,16,51,80,0,80,MED
Wednesday,16,52,161,0,161,MED
Wednesday,16,53,241,0,241,MED
Wednesday,18,54,0,0,0,GYN
Wednesday,18,55,82,0,82,GYN
Wednesday,18,56,165,0,165,GYN
Wednesday,18,57,247,0,247,GYN
Wednesday,18,58,329,0,329,GYN
Wednesday,20,59,0,0,0,ORTH
Wednesday,20,60,146,0,146,ORTH
Wednesday,20,61,292,0,292,ORTH
Thursday,21,62,0,0,0,GASTRO
Thursday,21,63,138,0,138,GASTRO
Thursday,21,64,277,0,277,GASTRO
Thursday,22,65,0,0,0,ORTH
Thursday,22,66,146,0,146,ORTH
Thursday,22,67,292,0,292,ORTH
Thursday,23,68,0,0,0,GYN
Thursday,23,69,82,0,82,GYN
Thursday,23,70,165,0,165,GYN
Thursday,23,71,247,0,247,GYN
Thursday,23,72,329,0,329,GYN
Thursday,24,73,0,0,0,GYN
Thursday,24,74,82,0,82,GYN
Thursday,24,75,165,0,165,GYN
Thursday,24,76,247,0,247,GYN
Thursday,24,77,329,0,329,GYN
Thursday,25,78,0,0,0,URO
Thursday,25,79,72,0,72,URO
Thursday,25,80,144,0,144,URO
Thursday,25,81,216,0,216,URO
Thursday,25,82,288,0,288,URO
Thursday,25,83,360,0,360,URO
Friday,26,84,0,0,0,GASTRO
Friday,26,85,138,0,138,GASTRO
Friday,26,86,277,0,277,GASTRO
Friday,27,87,0,0,0,CARD
Friday,27,88,101,0,101,CARD
Friday,27,89,202,0,202,CARD
Friday,27,90,303,0,303,CARD
Friday,28,91,0,0,0,ORTH
Friday,28,92,146,0,146,ORTH
Friday,28,93,292,0,292,ORTH
Friday,30,94,0,0,0,URO
Friday,30,95,72,0,72,URO
Friday,30,96,144,0,144,URO
Friday,30,97,216,0,216,URO
Friday,30,98,288,0,288,URO
Friday,30,99,360,0,360,URO
