Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,1,0,192.0,0,192.0,CARD
Monday,1,0,390.0,0,390.0,CARD
Monday,1,0,405.0,0,405.0,CARD
Monday,0,0,85.0,0,85.0,GASTRO
Monday,0,0,253.0,0,253.0,GASTRO
Monday,2,0,423.0,0,423.0,ORTH
Monday,4,0,89.0,0,89.0,URO
Monday,4,0,116.0,0,116.0,URO
Monday,4,0,290.0,0,290.0,URO
Monday,4,0,364.0,0,364.0,URO
Tuesday,7,0,238.0,0,238.0,GASTRO
Tuesday,7,0,260.0,0,260.0,GASTRO
Tuesday,10,0,87.0,0,87.0,GYN
Tuesday,10,0,259.0,0,259.0,GYN
Tuesday,10,0,351.0,0,351.0,GYN
Tuesday,10,0,435.0,0,435.0,GYN
Tuesday,8,0,43.0,0,43.0,ORTH
Tuesday,8,0,196.0,0,196.0,ORTH
Tuesday,8,0,409.0,0,409.0,ORTH
Tuesday,12,0,258.0,0,258.0,URO
Tuesday,12,0,294.0,0,294.0,URO
Tuesday,12,0,390.0,0,390.0,URO
Wednesday,15,0,166.0,0,166.0,CARD
Wednesday,13,0,87.0,0,87.0,GASTRO
Wednesday,13,0,307.0,0,307.0,GASTRO
Wednesday,14,0,74.0,0,74.0,GASTRO
Wednesday,14,0,226.0,0,226.0,GASTRO
Wednesday,14,0,426.0,0,426.0,GASTRO
Wednesday,17,0,305.0,0,305.0,GYN
Wednesday,17,0,313.0,0,313.0,GYN
Wednesday,17,0,375.0,0,375.0,GYN
Wednesday,18,0,368.0,0,368.0,GYN
Wednesday,16,0,415.0,0,415.0,MED
Wednesday,16,0,442.0,0,442.0,MED
Wednesday,20,0,76.0,0,76.0,ORTH
Wednesday,20,0,198.0,0,198.0,ORTH
Wednesday,20,0,220.0,0,220.0,ORTH
Wednesday,19,0,201.0,0,201.0,URO
Wednesday,19,0,217.0,0,217.0,URO
Thursday,21,0,426.0,0,426.0,GASTRO
Thursday,23,0,231.0,0,231.0,GYN
Thursday,23,0,247.0,0,247.0,GYN
Thursday,23,0,329.0,0,329.0,GYN
Thursday,24,0,20.0,0,20.0,GYN
Thursday,24,0,60.0,0,60.0,GYN
Thursday,22,0,162.0,0,162.0,ORTH
Thursday,22,0,194.0,0,194.0,ORTH
Thursday,25,0,53.0,0,53.0,URO
Friday,31,0,65.0,0,65.0,CARD
Friday,31,0,71.0,0,71.0,CARD
Friday,31,0,125.0,0,125.0,CARD
Friday,31,0,260.0,0,260.0,CARD
Friday,26,0,3.0,0,3.0,GASTRO
Friday,26,0,75.0,0,75.0,GASTRO
Friday,29,0,32.0,0,32.0,GYN
Friday,29,0,163.0,0,163.0,GYN
Friday,29,0,183.0,0,183.0,GYN
Friday,29,0,225.0,0,225.0,GYN
Friday,29,0,409.0,0,409.0,GYN
Friday,29,0,444.0,0,444.0,GYN
Friday,28,0,317.0,0,317.0,ORTH
Friday,30,0,274.0,0,274.0,URO
