Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,260.0,0,260.0,GASTRO
Monday,0,1,448.0,0,448.0,GASTRO
Monday,0,2,477.0,0,477.0,GASTRO
Monday,2,3,95.0,0,95.0,ORTH
Monday,1,4,296.0,0,296.0,CARD
Monday,5,5,140.0,0,140.0,CARD
Monday,5,6,230.0,0,230.0,CARD
Monday,4,7,87.0,0,87.0,URO
Monday,4,8,170.0,0,170.0,URO
Monday,4,9,218.0,0,218.0,URO
Monday,4,10,406.0,0,406.0,URO
Monday,6,11,31.0,0,31.0,URO
Monday,6,12,51.0,0,51.0,URO
Monday,6,13,417.0,0,417.0,URO
Tuesday,10,14,31.0,0,31.0,GYN
Tuesday,10,15,133.0,0,133.0,GYN
Tuesday,10,16,266.0,0,266.0,GYN
Tuesday,10,17,443.0,0,443.0,GYN
Tuesday,11,18,280.0,0,280.0,GYN
Tuesday,11,19,412.0,0,412.0,GYN
Tuesday,11,20,470.0,0,470.0,GYN
Tuesday,7,21,55.0,0,55.0,GASTRO
Tuesday,7,22,149.0,0,149.0,GASTRO
Tuesday,7,23,154.0,0,154.0,GASTRO
Tuesday,7,24,250.0,0,250.0,GASTRO
Tuesday,7,25,282.0,0,282.0,GASTRO
Tuesday,8,26,16.0,0,16.0,ORTH
Tuesday,8,27,133.0,0,133.0,ORTH
Tuesday,8,28,313.0,0,313.0,ORTH
Tuesday,8,29,336.0,0,336.0,ORTH
Tuesday,9,30,35.0,0,35.0,ORTH
Tuesday,9,31,45.0,0,45.0,ORTH
Tuesday,9,32,243.0,0,243.0,ORTH
Tuesday,12,33,74.0,0,74.0,URO
Tuesday,12,34,357.0,0,357.0,URO
Tuesday,12,35,400.0,0,400.0,URO
Tuesday,12,36,437.0,0,437.0,URO
Wednesday,16,37,261.0,0,261.0,MED
Wednesday,17,38,7.0,0,7.0,GYN
Wednesday,17,39,468.0,0,468.0,GYN
Wednesday,18,40,47.0,0,47.0,GYN
Wednesday,18,41,204.0,0,204.0,GYN
Wednesday,18,42,368.0,0,368.0,GYN
Wednesday,18,43,430.0,0,430.0,GYN
Wednesday,13,44,63.0,0,63.0,GASTRO
Wednesday,13,45,361.0,0,361.0,GASTRO
Wednesday,14,46,280.0,0,280.0,GASTRO
Wednesday,20,47,347.0,0,347.0,ORTH
Wednesday,20,48,387.0,0,387.0,ORTH
Wednesday,15,49,252.0,0,252.0,CARD
Wednesday,19,50,112.0,0,112.0,URO
Thursday,23,51,342.0,0,342.0,GYN
Thursday,23,52,363.0,0,363.0,GYN
Thursday,23,53,401.0,0,401.0,GYN
Thursday,23,54,422.0,0,422.0,GYN
Thursday,24,55,0.0,0,0.0,GYN
Thursday,24,56,320.0,0,320.0,GYN
Thursday,21,57,170.0,0,170.0,GASTRO
Thursday,21,58,417.0,0,417.0,GASTRO
Thursday,22,59,19.0,0,19.0,ORTH
Thursday,22,60,66.0,0,66.0,ORTH
Thursday,22,61,76.0,0,76.0,ORTH
Thursday,22,62,448.0,0,448.0,ORTH
Thursday,22,63,472.0,0,472.0,ORTH
Thursday,25,64,23.0,0,23.0,URO
Thursday,25,65,418.0,0,418.0,URO
Friday,29,66,170.0,0,170.0,GYN
Friday,29,67,252.0,0,252.0,GYN
Friday,29,68,313.0,0,313.0,GYN
Friday,29,69,423.0,0,423.0,GYN
Friday,29,70,444.0,0,444.0,GYN
Friday,26,71,276.0,0,276.0,GASTRO
Friday,26,72,472.0,0,472.0,GASTRO
Friday,27,73,328.0,0,328.0,CARD
Friday,27,74,338.0,0,338.0,CARD
Friday,31,75,182.0,0,182.0,CARD
Friday,31,76,358.0,0,358.0,CARD
Friday,31,77,406.0,0,406.0,CARD
Friday,31,78,469.0,0,469.0,CARD
Friday,30,79,293.0,0,293.0,URO
Friday,30,80,324.0,0,324.0,URO
Friday,30,81,465.0,0,465.0,URO
