Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,3,0,280.0,0,280.0,GYN
Monday,3,1,308.0,0,308.0,GYN
Monday,3,2,409.0,0,409.0,GYN
Monday,0,3,87.0,0,87.0,GASTRO
Monday,0,4,170.0,0,170.0,GASTRO
Monday,0,5,218.0,0,218.0,GASTRO
Monday,0,6,417.0,0,417.0,GASTRO
Monday,2,7,20.0,0,20.0,ORTH
Monday,2,8,51.0,0,51.0,ORTH
Monday,2,9,102.0,0,102.0,ORTH
Monday,2,10,133.0,0,133.0,ORTH
Monday,2,11,183.0,0,183.0,ORTH
Monday,2,12,200.0,0,200.0,ORTH
Monday,2,13,240.0,0,240.0,ORTH
Monday,2,14,305.0,0,305.0,ORTH
Monday,2,15,358.0,0,358.0,ORTH
Monday,2,16,374.0,0,374.0,ORTH
Monday,2,17,463.0,0,463.0,ORTH
Monday,1,18,122.0,0,122.0,CARD
Monday,1,19,180.0,0,180.0,CARD
Monday,1,20,246.0,0,246.0,CARD
Monday,1,21,390.0,0,390.0,CARD
Monday,5,22,147.0,0,147.0,CARD
Monday,5,23,312.0,0,312.0,CARD
Monday,5,24,344.0,0,344.0,CARD
Monday,4,25,0.0,0,0.0,URO
Monday,4,26,287.0,0,287.0,URO
Monday,4,27,309.0,0,309.0,URO
Monday,4,28,386.0,0,386.0,URO
Monday,4,29,464.0,0,464.0,URO
Monday,6,30,19.0,0,19.0,URO
Monday,6,31,159.0,0,159.0,URO
Monday,6,32,166.0,0,166.0,URO
Monday,6,33,253.0,0,253.0,URO
Monday,6,34,428.0,0,428.0,URO
Monday,6,35,452.0,0,452.0,URO
Tuesday,10,36,46.0,0,46.0,GYN
Tuesday,10,37,123.0,0,123.0,GYN
Tuesday,10,38,147.0,0,147.0,GYN
Tuesday,10,39,162.0,0,162.0,GYN
Tuesday,10,40,197.0,0,197.0,GYN
Tuesday,10,41,227.0,0,227.0,GYN
Tuesday,10,42,294.0,0,294.0,GYN
Tuesday,10,43,300.0,0,300.0,GYN
Tuesday,10,44,305.0,0,305.0,GYN
Tuesday,10,45,408.0,0,408.0,GYN
Tuesday,11,46,94.0,0,94.0,GYN
Tuesday,11,47,96.0,0,96.0,GYN
Tuesday,11,48,148.0,0,148.0,GYN
Tuesday,11,49,420.0,0,420.0,GYN
Tuesday,7,50,31.0,0,31.0,GASTRO
Tuesday,7,51,51.0,0,51.0,GASTRO
Tuesday,7,52,74.0,0,74.0,GASTRO
Tuesday,7,53,400.0,0,400.0,GASTRO
Tuesday,7,54,437.0,0,437.0,GASTRO
Tuesday,8,55,86.0,0,86.0,ORTH
Tuesday,8,56,291.0,0,291.0,ORTH
Tuesday,8,57,429.0,0,429.0,ORTH
Tuesday,8,58,461.0,0,461.0,ORTH
Tuesday,8,59,470.0,0,470.0,ORTH
Tuesday,9,60,104.0,0,104.0,ORTH
Tuesday,9,61,344.0,0,344.0,ORTH
Tuesday,9,62,357.0,0,357.0,ORTH
Tuesday,9,63,392.0,0,392.0,ORTH
Tuesday,12,64,25.0,0,25.0,URO
Tuesday,12,65,239.0,0,239.0,URO
Wednesday,16,66,298.0,0,298.0,MED
Wednesday,17,67,16.0,0,16.0,GYN
Wednesday,17,68,35.0,0,35.0,GYN
Wednesday,17,69,95.0,0,95.0,GYN
Wednesday,17,70,133.0,0,133.0,GYN
Wednesday,17,71,243.0,0,243.0,GYN
Wednesday,17,72,313.0,0,313.0,GYN
Wednesday,17,73,336.0,0,336.0,GYN
Wednesday,18,74,45.0,0,45.0,GYN
Wednesday,18,75,66.0,0,66.0,GYN
Wednesday,18,76,76.0,0,76.0,GYN
Wednesday,18,77,347.0,0,347.0,GYN
Wednesday,18,78,387.0,0,387.0,GYN
