Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,3,0,110.0,0,110.0,GYN
Monday,3,1,195.0,0,195.0,GYN
Monday,3,2,216.0,0,216.0,GYN
Monday,3,3,351.0,0,351.0,GYN
Monday,3,4,371.0,0,371.0,GYN
Monday,3,5,451.0,0,451.0,GYN
Monday,0,6,61.0,0,61.0,GASTRO
Monday,0,7,380.0,0,380.0,GASTRO
Monday,2,8,245.0,0,245.0,ORTH
Monday,1,9,266.0,0,266.0,CARD
Monday,1,10,430.0,0,430.0,CARD
Monday,5,11,201.0,0,201.0,CARD
Monday,4,12,86.0,0,86.0,URO
Monday,4,13,257.0,0,257.0,URO
Monday,6,14,116.0,0,116.0,URO
Tuesday,10,15,14.0,0,14.0,GYN
Tuesday,10,16,270.0,0,270.0,GYN
Tuesday,7,17,170.0,0,170.0,GASTRO
Tuesday,8,18,124.0,0,124.0,ORTH
Tuesday,9,19,380.0,0,380.0,ORTH
Tuesday,9,20,408.0,0,408.0,ORTH
Tuesday,12,21,6.0,0,6.0,URO
Wednesday,16,22,60.0,0,60.0,MED
Wednesday,16,23,253.0,0,253.0,MED
Wednesday,17,24,113.0,0,113.0,GYN
Wednesday,17,25,391.0,0,391.0,GYN
Wednesday,18,26,224.0,0,224.0,GYN
Wednesday,13,27,369.0,0,369.0,GASTRO
Wednesday,13,28,458.0,0,458.0,GASTRO
Wednesday,14,29,256.0,0,256.0,GASTRO
Wednesday,14,30,364.0,0,364.0,GASTRO
Wednesday,20,31,206.0,0,206.0,ORTH
Wednesday,20,32,212.0,0,212.0,ORTH
Wednesday,15,33,189.0,0,189.0,CARD
Wednesday,19,34,102.0,0,102.0,URO
Wednesday,19,35,394.0,0,394.0,URO
Thursday,23,36,253.0,0,253.0,GYN
Thursday,24,37,119.0,0,119.0,GYN
Thursday,24,38,176.0,0,176.0,GYN
Thursday,24,39,283.0,0,283.0,GYN
Thursday,21,40,479.0,0,479.0,GASTRO
Thursday,22,41,88.0,0,88.0,ORTH
Thursday,22,42,187.0,0,187.0,ORTH
Thursday,22,43,340.0,0,340.0,ORTH
Thursday,25,44,276.0,0,276.0,URO
Thursday,25,45,440.0,0,440.0,URO
Thursday,25,46,471.0,0,471.0,URO
Friday,29,47,112.0,0,112.0,GYN
Friday,29,48,118.0,0,118.0,GYN
Friday,29,49,346.0,0,346.0,GYN
Friday,29,50,389.0,0,389.0,GYN
Friday,26,51,216.0,0,216.0,GASTRO
Friday,26,52,259.0,0,259.0,GASTRO
Friday,26,53,424.0,0,424.0,GASTRO
Friday,28,54,280.0,0,280.0,ORTH
Friday,27,55,250.0,0,250.0,CARD
Friday,31,56,375.0,0,375.0,CARD
Friday,30,57,118.0,0,118.0,URO
Friday,30,58,280.0,0,280.0,URO
