Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,3,0,71.0,0,71.0,GYN
Monday,3,1,316.0,0,316.0,GYN
Monday,0,2,135.0,0,135.0,GASTRO
Monday,1,3,60.0,0,60.0,CARD
Monday,1,4,386.0,0,386.0,CARD
Monday,5,5,125.0,0,125.0,CARD
Monday,5,6,475.0,0,475.0,CARD
Monday,4,7,18.0,0,18.0,URO
Tuesday,10,8,64.0,0,64.0,GYN
Tuesday,10,9,227.0,0,227.0,GYN
Tuesday,10,10,316.0,0,316.0,GYN
Tuesday,11,11,0.0,0,0.0,GYN
Tuesday,11,12,67.0,0,67.0,GYN
Tuesday,11,13,446.0,0,446.0,GYN
Tuesday,7,14,33.0,0,33.0,GASTRO
Tuesday,7,15,154.0,0,154.0,GASTRO
Tuesday,7,16,169.0,0,169.0,GASTRO
Tuesday,7,17,308.0,0,308.0,GASTRO
Tuesday,7,18,418.0,0,418.0,GASTRO
Tuesday,8,19,29.0,0,29.0,ORTH
Tuesday,8,20,131.0,0,131.0,ORTH
Tuesday,9,21,11.0,0,11.0,ORTH
Tuesday,9,22,183.0,0,183.0,ORTH
Tuesday,9,23,383.0,0,383.0,ORTH
Tuesday,9,24,432.0,0,432.0,ORTH
Tuesday,12,25,46.0,0,46.0,URO
Tuesday,12,26,106.0,0,106.0,URO
Tuesday,12,27,221.0,0,221.0,URO
Wednesday,16,28,430.0,0,430.0,MED
Wednesday,17,29,2.0,0,2.0,GYN
Wednesday,17,30,107.0,0,107.0,GYN
Wednesday,17,31,110.0,0,110.0,GYN
Wednesday,17,32,396.0,0,396.0,GYN
Wednesday,18,33,84.0,0,84.0,GYN
Wednesday,13,34,1.0,0,1.0,GASTRO
Wednesday,13,35,300.0,0,300.0,GASTRO
Wednesday,14,36,305.0,0,305.0,GASTRO
Wednesday,14,37,347.0,0,347.0,GASTRO
Wednesday,20,38,9.0,0,9.0,ORTH
Wednesday,20,39,206.0,0,206.0,ORTH
Wednesday,20,40,281.0,0,281.0,ORTH
Wednesday,15,41,419.0,0,419.0,CARD
Wednesday,19,42,174.0,0,174.0,URO
Thursday,23,43,446.0,0,446.0,GYN
Thursday,24,44,85.0,0,85.0,GYN
Thursday,24,45,148.0,0,148.0,GYN
Thursday,24,46,160.0,0,160.0,GYN
Thursday,25,47,262.0,0,262.0,URO
Thursday,25,48,312.0,0,312.0,URO
Friday,29,49,101.0,0,101.0,GYN
Friday,29,50,276.0,0,276.0,GYN
Friday,26,51,33.0,0,33.0,GASTRO
Friday,26,52,173.0,0,173.0,GASTRO
Friday,26,53,362.0,0,362.0,GASTRO
Friday,28,54,214.0,0,214.0,ORTH
Friday,28,55,403.0,0,403.0,ORTH
Friday,27,56,176.0,0,176.0,CARD
Friday,27,57,236.0,0,236.0,CARD
Friday,31,58,181.0,0,181.0,CARD
Friday,31,59,262.0,0,262.0,CARD
Friday,30,60,185.0,0,185.0,URO
