Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,1,0,137.0,0,137.0,CARD
Monday,1,0,219.0,0,219.0,CARD
Monday,1,0,312.0,0,312.0,CARD
Monday,1,0,356.0,0,356.0,CARD
Monday,1,0,418.0,0,418.0,CARD
Monday,1,0,430.0,0,430.0,CARD
Monday,1,0,464.0,0,464.0,CARD
Monday,1,0,472.0,0,472.0,CARD
Monday,5,0,56.0,0,56.0,CARD
Monday,5,0,175.0,0,175.0,CARD
Monday,5,0,392.0,0,392.0,CARD
Monday,5,0,395.0,0,395.0,CARD
Monday,0,0,42.0,0,42.0,GASTRO
Monday,0,0,320.0,0,320.0,GASTRO
Monday,0,0,406.0,0,406.0,GASTRO
Monday,3,0,70.0,0,70.0,GYN
Monday,3,0,175.0,0,175.0,GYN
Monday,3,0,379.0,0,379.0,GYN
Monday,3,0,411.0,0,411.0,GYN
Monday,3,0,455.0,0,455.0,GYN
Monday,2,0,141.0,0,141.0,ORTH
Monday,2,0,278.0,0,278.0,ORTH
Monday,2,0,287.0,0,287.0,ORTH
Monday,2,0,339.0,0,339.0,ORTH
Monday,2,0,355.0,0,355.0,ORTH
Monday,6,0,35.0,0,35.0,URO
Monday,6,0,135.0,0,135.0,URO
Monday,6,0,172.0,0,172.0,URO
Monday,6,0,232.0,0,232.0,URO
Monday,6,0,310.0,0,310.0,URO
Tuesday,7,0,74.0,0,74.0,GASTRO
Tuesday,7,0,83.0,0,83.0,GASTRO
Tuesday,7,0,91.0,0,91.0,GASTRO
Tuesday,7,0,323.0,0,323.0,GASTRO
Tuesday,7,0,337.0,0,337.0,GASTRO
Tuesday,7,0,415.0,0,415.0,GASTRO
Tuesday,10,0,11.0,0,11.0,GYN
Tuesday,10,0,54.0,0,54.0,GYN
Tuesday,10,0,117.0,0,117.0,GYN
Tuesday,10,0,143.0,0,143.0,GYN
Tuesday,10,0,336.0,0,336.0,GYN
Tuesday,10,0,351.0,0,351.0,GYN
Tuesday,10,0,380.0,0,380.0,GYN
Tuesday,11,0,22.0,0,22.0,GYN
Tuesday,11,0,25.0,0,25.0,GYN
Tuesday,11,0,87.0,0,87.0,GYN
Tuesday,11,0,201.0,0,201.0,GYN
Tuesday,11,0,263.0,0,263.0,GYN
Tuesday,11,0,422.0,0,422.0,GYN
Tuesday,11,0,434.0,0,434.0,GYN
Tuesday,11,0,470.0,0,470.0,GYN
Tuesday,8,0,101.0,0,101.0,ORTH
Tuesday,8,0,173.0,0,173.0,ORTH
Tuesday,8,0,225.0,0,225.0,ORTH
Tuesday,8,0,317.0,0,317.0,ORTH
Tuesday,9,0,6.0,0,6.0,ORTH
Tuesday,9,0,216.0,0,216.0,ORTH
Tuesday,9,0,339.0,0,339.0,ORTH
Tuesday,12,0,4.0,0,4.0,URO
Tuesday,12,0,51.0,0,51.0,URO
Tuesday,12,0,90.0,0,90.0,URO
Tuesday,12,0,146.0,0,146.0,URO
Tuesday,12,0,157.0,0,157.0,URO
Tuesday,12,0,257.0,0,257.0,URO
Tuesday,12,0,278.0,0,278.0,URO
Tuesday,12,0,350.0,0,350.0,URO
Tuesday,12,0,362.0,0,362.0,URO
Tuesday,12,0,374.0,0,374.0,URO
Tuesday,12,0,378.0,0,378.0,URO
Tuesday,12,0,470.0,0,470.0,URO
Wednesday,15,0,87.0,0,87.0,CARD
Wednesday,13,0,88.0,0,88.0,GASTRO
Wednesday,13,0,134.0,0,134.0,GASTRO
Wednesday,13,0,135.0,0,135.0,GASTRO
Wednesday,13,0,353.0,0,353.0,GASTRO
Wednesday,13,0,377.0,0,377.0,GASTRO
Wednesday,14,0,18.0,0,18.0,GASTRO
Wednesday,14,0,251.0,0,251.0,GASTRO
Wednesday,14,0,269.0,0,269.0,GASTRO
Wednesday,14,0,338.0,0,338.0,GASTRO
Wednesday,14,0,389.0,0,389.0,GASTRO
Wednesday,14,0,396.0,0,396.0,GASTRO
Wednesday,17,0,143.0,0,143.0,GYN
Wednesday,17,0,193.0,0,193.0,GYN
Wednesday,17,0,216.0,0,216.0,GYN
Wednesday,17,0,398.0,0,398.0,GYN
Wednesday,18,0,286.0,0,286.0,GYN
Wednesday,18,0,377.0,0,377.0,GYN
Wednesday,18,0,395.0,0,395.0,GYN
Wednesday,16,0,20.0,0,20.0,MED
Wednesday,16,0,117.0,0,117.0,MED
Wednesday,16,0,141.0,0,141.0,MED
Wednesday,16,0,224.0,0,224.0,MED
Wednesday,16,0,305.0,0,305.0,MED
Wednesday,16,0,362.0,0,362.0,MED
Wednesday,20,0,101.0,0,101.0,ORTH
Wednesday,20,0,127.0,0,127.0,ORTH
Wednesday,20,0,140.0,0,140.0,ORTH
Wednesday,20,0,454.0,0,454.0,ORTH
Wednesday,19,0,93.0,0,93.0,URO
Wednesday,19,0,140.0,0,140.0,URO
Wednesday,19,0,167.0,0,167.0,URO
Wednesday,19,0,254.0,0,254.0,URO
Wednesday,19,0,279.0,0,279.0,URO
Wednesday,19,0,335.0,0,335.0,URO
Thursday,21,0,66.0,0,66.0,GASTRO
Thursday,21,0,146.0,0,146.0,GASTRO
Thursday,21,0,400.0,0,400.0,GASTRO
Thursday,23,0,61.0,0,61.0,GYN
Thursday,23,0,175.0,0,175.0,GYN
Thursday,23,0,251.0,0,251.0,GYN
Thursday,23,0,276.0,0,276.0,GYN
Thursday,23,0,290.0,0,290.0,GYN
Thursday,23,0,365.0,0,365.0,GYN
Thursday,24,0,49.0,0,49.0,GYN
Thursday,24,0,101.0,0,101.0,GYN
Thursday,24,0,212.0,0,212.0,GYN
Thursday,24,0,259.0,0,259.0,GYN
Thursday,24,0,294.0,0,294.0,GYN
Thursday,24,0,297.0,0,297.0,GYN
Thursday,24,0,309.0,0,309.0,GYN
Thursday,24,0,399.0,0,399.0,GYN
Thursday,24,0,476.0,0,476.0,GYN
Thursday,22,0,110.0,0,110.0,ORTH
Thursday,22,0,158.0,0,158.0,ORTH
Thursday,22,0,270.0,0,270.0,ORTH
Thursday,22,0,376.0,0,376.0,ORTH
Thursday,22,0,429.0,0,429.0,ORTH
Thursday,22,0,435.0,0,435.0,ORTH
Thursday,22,0,470.0,0,470.0,ORTH
Thursday,25,0,206.0,0,206.0,URO
Thursday,25,0,392.0,0,392.0,URO
Thursday,25,0,422.0,0,422.0,URO
Thursday,25,0,471.0,0,471.0,URO
Friday,27,0,40.0,0,40.0,CARD
Friday,27,0,64.0,0,64.0,CARD
Friday,27,0,92.0,0,92.0,CARD
Friday,27,0,263.0,0,263.0,CARD
Friday,27,0,366.0,0,366.0,CARD
Friday,27,0,381.0,0,381.0,CARD
Friday,31,0,6.0,0,6.0,CARD
Friday,31,0,231.0,0,231.0,CARD
Friday,26,0,28.0,0,28.0,GASTRO
Friday,26,0,89.0,0,89.0,GASTRO
Friday,26,0,99.0,0,99.0,GASTRO
Friday,26,0,313.0,0,313.0,GASTRO
Friday,26,0,357.0,0,357.0,GASTRO
Friday,26,0,416.0,0,416.0,GASTRO
Friday,26,0,444.0,0,444.0,GASTRO
Friday,26,0,454.0,0,454.0,GASTRO
Friday,29,0,27.0,0,27.0,GYN
Friday,29,0,41.0,0,41.0,GYN
Friday,29,0,104.0,0,104.0,GYN
Friday,29,0,110.0,0,110.0,GYN
Friday,29,0,283.0,0,283.0,GYN
Friday,29,0,311.0,0,311.0,GYN
Friday,29,0,355.0,0,355.0,GYN
Friday,28,0,1.0,0,1.0,ORTH
Friday,28,0,26.0,0,26.0,ORTH
Friday,28,0,50.0,0,50.0,ORTH
Friday,28,0,76.0,0,76.0,ORTH
Friday,28,0,115.0,0,115.0,ORTH
Friday,28,0,167.0,0,167.0,ORTH
Friday,28,0,287.0,0,287.0,ORTH
Friday,30,0,16.0,0,16.0,URO
Friday,30,0,170.0,0,170.0,URO
Friday,30,0,432.0,0,432.0,URO
