Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,3,0,2.0,0,2.0,GYN
Monday,3,1,43.0,0,43.0,GYN
Monday,3,2,234.0,0,234.0,GYN
Monday,3,3,255.0,0,255.0,GYN
Monday,3,4,339.0,0,339.0,GYN
Monday,0,5,37.0,0,37.0,GASTRO
Monday,0,6,101.0,0,101.0,GASTRO
Monday,0,7,289.0,0,289.0,GASTRO
Monday,0,8,322.0,0,322.0,GASTRO
Monday,0,9,398.0,0,398.0,GASTRO
Monday,2,10,67.0,0,67.0,ORTH
Monday,2,11,214.0,0,214.0,ORTH
Monday,2,12,329.0,0,329.0,ORTH
Monday,1,13,151.0,0,151.0,CARD
Monday,1,14,168.0,0,168.0,CARD
Monday,1,15,425.0,0,425.0,CARD
Monday,5,16,37.0,0,37.0,CARD
Monday,5,17,38.0,0,38.0,CARD
Monday,5,18,46.0,0,46.0,CARD
Monday,5,19,197.0,0,197.0,CARD
Monday,6,20,81.0,0,81.0,URO
Monday,6,21,97.0,0,97.0,URO
Monday,6,22,127.0,0,127.0,URO
Monday,6,23,312.0,0,312.0,URO
Monday,6,24,371.0,0,371.0,URO
Tuesday,10,25,142.0,0,142.0,GYN
Tuesday,10,26,208.0,0,208.0,GYN
Tuesday,10,27,335.0,0,335.0,GYN
Tuesday,11,28,282.0,0,282.0,GYN
Tuesday,11,29,430.0,0,430.0,GYN
Tuesday,11,30,477.0,0,477.0,GYN
Tuesday,7,31,138.0,0,138.0,GASTRO
Tuesday,7,32,345.0,0,345.0,GASTRO
Tuesday,8,33,59.0,0,59.0,ORTH
Tuesday,8,34,108.0,0,108.0,ORTH
Tuesday,8,35,196.0,0,196.0,ORTH
Tuesday,8,36,202.0,0,202.0,ORTH
Tuesday,8,37,215.0,0,215.0,ORTH
Tuesday,12,38,283.0,0,283.0,URO
Tuesday,12,39,322.0,0,322.0,URO
Tuesday,12,40,378.0,0,378.0,URO
Wednesday,16,41,94.0,0,94.0,MED
Wednesday,17,42,42.0,0,42.0,GYN
Wednesday,17,43,130.0,0,130.0,GYN
Wednesday,17,44,161.0,0,161.0,GYN
Wednesday,17,45,362.0,0,362.0,GYN
Wednesday,18,46,117.0,0,117.0,GYN
Wednesday,18,47,388.0,0,388.0,GYN
Wednesday,13,48,172.0,0,172.0,GASTRO
Wednesday,14,49,7.0,0,7.0,GASTRO
Wednesday,14,50,44.0,0,44.0,GASTRO
Wednesday,14,51,159.0,0,159.0,GASTRO
Wednesday,14,52,170.0,0,170.0,GASTRO
Wednesday,14,53,209.0,0,209.0,GASTRO
Wednesday,14,54,388.0,0,388.0,GASTRO
Wednesday,20,55,0.0,0,0.0,ORTH
Wednesday,20,56,138.0,0,138.0,ORTH
Wednesday,20,57,442.0,0,442.0,ORTH
Wednesday,15,58,106.0,0,106.0,CARD
Wednesday,19,59,100.0,0,100.0,URO
Wednesday,19,60,198.0,0,198.0,URO
Wednesday,19,61,351.0,0,351.0,URO
Thursday,23,62,262.0,0,262.0,GYN
Thursday,24,63,147.0,0,147.0,GYN
Thursday,22,64,303.0,0,303.0,ORTH
Thursday,22,65,411.0,0,411.0,ORTH
Thursday,25,66,247.0,0,247.0,URO
Thursday,25,67,309.0,0,309.0,URO
Thursday,25,68,451.0,0,451.0,URO
Friday,29,69,15.0,0,15.0,GYN
Friday,29,70,35.0,0,35.0,GYN
Friday,29,71,55.0,0,55.0,GYN
Friday,29,72,288.0,0,288.0,GYN
Friday,29,73,392.0,0,392.0,GYN
Friday,26,74,60.0,0,60.0,GASTRO
Friday,26,75,472.0,0,472.0,GASTRO
Friday,28,76,10.0,0,10.0,ORTH
Friday,28,77,155.0,0,155.0,ORTH
Friday,28,78,453.0,0,453.0,ORTH
Friday,27,79,298.0,0,298.0,CARD
Friday,27,80,325.0,0,325.0,CARD
Friday,31,81,7.0,0,7.0,CARD
Friday,31,82,124.0,0,124.0,CARD
Friday,31,83,307.0,0,307.0,CARD
Friday,30,84,40.0,0,40.0,URO
