Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,3,0,4.0,0,4.0,GYN
Monday,3,1,187.0,0,187.0,GYN
Monday,3,2,192.0,0,192.0,GYN
Monday,3,3,214.0,0,214.0,GYN
Monday,3,4,281.0,0,281.0,GYN
Monday,3,5,296.0,0,296.0,GYN
Monday,3,6,403.0,0,403.0,GYN
Monday,3,7,430.0,0,430.0,GYN
Monday,0,8,66.0,0,66.0,GASTRO
Monday,0,9,67.0,0,67.0,GASTRO
Monday,0,10,288.0,0,288.0,GASTRO
Monday,0,11,322.0,0,322.0,GASTRO
Monday,0,12,374.0,0,374.0,GASTRO
Monday,0,13,459.0,0,459.0,GASTRO
Monday,2,14,143.0,0,143.0,ORTH
Monday,2,15,342.0,0,342.0,ORTH
Monday,2,16,360.0,0,360.0,ORTH
Monday,2,17,427.0,0,427.0,ORTH
Monday,1,18,213.0,0,213.0,CARD
Monday,5,19,87.0,0,87.0,CARD
Monday,5,20,315.0,0,315.0,CARD
Monday,5,21,399.0,0,399.0,CARD
Monday,5,22,479.0,0,479.0,CARD
Monday,4,23,0.0,0,0.0,URO
Monday,4,24,179.0,0,179.0,URO
Monday,4,25,191.0,0,191.0,URO
Monday,4,26,367.0,0,367.0,URO
Monday,4,27,462.0,0,462.0,URO
Monday,6,28,18.0,0,18.0,URO
Monday,6,29,58.0,0,58.0,URO
Monday,6,30,142.0,0,142.0,URO
Monday,6,31,191.0,0,191.0,URO
Monday,6,32,207.0,0,207.0,URO
Monday,6,33,209.0,0,209.0,URO
Monday,6,34,280.0,0,280.0,URO
Monday,6,35,281.0,0,281.0,URO
Monday,6,36,352.0,0,352.0,URO
Monday,6,37,425.0,0,425.0,URO
Monday,6,38,438.0,0,438.0,URO
Monday,6,39,443.0,0,443.0,URO
Tuesday,10,40,23.0,0,23.0,GYN
Tuesday,10,41,92.0,0,92.0,GYN
Tuesday,10,42,231.0,0,231.0,GYN
Tuesday,10,43,362.0,0,362.0,GYN
Tuesday,11,44,60.0,0,60.0,GYN
Tuesday,11,45,100.0,0,100.0,GYN
Tuesday,11,46,125.0,0,125.0,GYN
Tuesday,11,47,176.0,0,176.0,GYN
Tuesday,11,48,181.0,0,181.0,GYN
Tuesday,11,49,236.0,0,236.0,GYN
Tuesday,11,50,262.0,0,262.0,GYN
Tuesday,11,51,319.0,0,319.0,GYN
Tuesday,11,52,386.0,0,386.0,GYN
Tuesday,11,53,419.0,0,419.0,GYN
Tuesday,11,54,457.0,0,457.0,GYN
Tuesday,11,55,475.0,0,475.0,GYN
Tuesday,7,56,54.0,0,54.0,GASTRO
Tuesday,7,57,86.0,0,86.0,GASTRO
Tuesday,7,58,190.0,0,190.0,GASTRO
Tuesday,7,59,211.0,0,211.0,GASTRO
Tuesday,7,60,222.0,0,222.0,GASTRO
Tuesday,7,61,403.0,0,403.0,GASTRO
Tuesday,8,62,135.0,0,135.0,ORTH
Tuesday,8,63,248.0,0,248.0,ORTH
Tuesday,8,64,394.0,0,394.0,ORTH
Tuesday,9,65,91.0,0,91.0,ORTH
Tuesday,9,66,150.0,0,150.0,ORTH
Tuesday,9,67,174.0,0,174.0,ORTH
Tuesday,9,68,332.0,0,332.0,ORTH
Tuesday,9,69,353.0,0,353.0,ORTH
Tuesday,9,70,366.0,0,366.0,ORTH
Tuesday,12,71,154.0,0,154.0,URO
Tuesday,12,72,314.0,0,314.0,URO
Wednesday,16,73,126.0,0,126.0,MED
Wednesday,16,74,194.0,0,194.0,MED
Wednesday,16,75,240.0,0,240.0,MED
Wednesday,16,76,278.0,0,278.0,MED
Wednesday,16,77,444.0,0,444.0,MED
Wednesday,17,78,55.0,0,55.0,GYN
Wednesday,17,79,128.0,0,128.0,GYN
Wednesday,17,80,236.0,0,236.0,GYN
Wednesday,17,81,268.0,0,268.0,GYN
Wednesday,17,82,301.0,0,301.0,GYN
Wednesday,17,83,383.0,0,383.0,GYN
Wednesday,17,84,397.0,0,397.0,GYN
Wednesday,18,85,18.0,0,18.0,GYN
Wednesday,18,86,46.0,0,46.0,GYN
Wednesday,18,87,151.0,0,151.0,GYN
Wednesday,18,88,188.0,0,188.0,GYN
Wednesday,18,89,221.0,0,221.0,GYN
Wednesday,18,90,399.0,0,399.0,GYN
Wednesday,18,91,408.0,0,408.0,GYN
Wednesday,18,92,440.0,0,440.0,GYN
Wednesday,13,93,30.0,0,30.0,GASTRO
Wednesday,13,94,76.0,0,76.0,GASTRO
Wednesday,13,95,150.0,0,150.0,GASTRO
Wednesday,13,96,215.0,0,215.0,GASTRO
Wednesday,13,97,432.0,0,432.0,GASTRO
Wednesday,14,98,72.0,0,72.0,GASTRO
Wednesday,14,99,232.0,0,232.0,GASTRO
Wednesday,14,100,317.0,0,317.0,GASTRO
Wednesday,14,101,436.0,0,436.0,GASTRO
Wednesday,14,102,472.0,0,472.0,GASTRO
Wednesday,20,103,5.0,0,5.0,ORTH
Wednesday,20,104,242.0,0,242.0,ORTH
Wednesday,20,105,280.0,0,280.0,ORTH
Wednesday,20,106,297.0,0,297.0,ORTH
Wednesday,20,107,436.0,0,436.0,ORTH
Wednesday,15,108,154.0,0,154.0,CARD
Wednesday,15,109,215.0,0,215.0,CARD
Wednesday,15,110,264.0,0,264.0,CARD
Wednesday,15,111,283.0,0,283.0,CARD
Wednesday,15,112,297.0,0,297.0,CARD
Wednesday,15,113,319.0,0,319.0,CARD
Wednesday,15,114,340.0,0,340.0,CARD
Wednesday,15,115,396.0,0,396.0,CARD
Wednesday,15,116,479.0,0,479.0,CARD
Wednesday,19,117,48.0,0,48.0,URO
Wednesday,19,118,151.0,0,151.0,URO
Wednesday,19,119,173.0,0,173.0,URO
Wednesday,19,120,262.0,0,262.0,URO
Wednesday,19,121,279.0,0,279.0,URO
Wednesday,19,122,297.0,0,297.0,URO
Thursday,23,123,75.0,0,75.0,GYN
Thursday,23,124,106.0,0,106.0,GYN
Thursday,23,125,174.0,0,174.0,GYN
Thursday,23,126,185.0,0,185.0,GYN
Thursday,23,127,262.0,0,262.0,GYN
Thursday,23,128,312.0,0,312.0,GYN
Thursday,23,129,470.0,0,470.0,GYN
Thursday,24,130,141.0,0,141.0,GYN
Thursday,24,131,174.0,0,174.0,GYN
Thursday,24,132,279.0,0,279.0,GYN
Thursday,24,133,359.0,0,359.0,GYN
Thursday,24,134,473.0,0,473.0,GYN
Thursday,21,135,86.0,0,86.0,GASTRO
Thursday,21,136,232.0,0,232.0,GASTRO
Thursday,21,137,267.0,0,267.0,GASTRO
Thursday,22,138,128.0,0,128.0,ORTH
Thursday,22,139,140.0,0,140.0,ORTH
Thursday,22,140,166.0,0,166.0,ORTH
Thursday,22,141,237.0,0,237.0,ORTH
Thursday,22,142,343.0,0,343.0,ORTH
Thursday,22,143,396.0,0,396.0,ORTH
Thursday,25,144,66.0,0,66.0,URO
Thursday,25,145,150.0,0,150.0,URO
Thursday,25,146,180.0,0,180.0,URO
Thursday,25,147,214.0,0,214.0,URO
Thursday,25,148,419.0,0,419.0,URO
Friday,29,149,47.0,0,47.0,GYN
Friday,29,150,159.0,0,159.0,GYN
Friday,29,151,162.0,0,162.0,GYN
Friday,29,152,351.0,0,351.0,GYN
Friday,26,153,140.0,0,140.0,GASTRO
Friday,26,154,149.0,0,149.0,GASTRO
Friday,26,155,162.0,0,162.0,GASTRO
Friday,26,156,245.0,0,245.0,GASTRO
Friday,26,157,249.0,0,249.0,GASTRO
Friday,26,158,352.0,0,352.0,GASTRO
Friday,26,159,373.0,0,373.0,GASTRO
Friday,28,160,147.0,0,147.0,ORTH
Friday,28,161,256.0,0,256.0,ORTH
Friday,28,162,418.0,0,418.0,ORTH
Friday,27,163,138.0,0,138.0,CARD
Friday,27,164,326.0,0,326.0,CARD
Friday,27,165,443.0,0,443.0,CARD
Friday,31,166,14.0,0,14.0,CARD
Friday,31,167,368.0,0,368.0,CARD
Friday,30,168,209.0,0,209.0,URO
Friday,30,169,275.0,0,275.0,URO
Friday,30,170,288.0,0,288.0,URO
Friday,30,171,328.0,0,328.0,URO
Friday,30,172,416.0,0,416.0,URO
