Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,1,0,51.0,0,51.0,CARD
Monday,1,0,134.0,0,134.0,CARD
Monday,1,0,429.0,0,429.0,CARD
Monday,1,0,450.0,0,450.0,CARD
Monday,0,0,78.0,0,78.0,GASTRO
Monday,0,0,247.0,0,247.0,GASTRO
Monday,0,0,384.0,0,384.0,GASTRO
Monday,3,0,285.0,0,285.0,GYN
Monday,3,0,299.0,0,299.0,GYN
Monday,3,0,406.0,0,406.0,GYN
Monday,3,0,447.0,0,447.0,GYN
Monday,2,0,296.0,0,296.0,ORTH
Monday,2,0,320.0,0,320.0,ORTH
Monday,2,0,433.0,0,433.0,ORTH
Monday,4,0,2.0,0,2.0,URO
Monday,4,0,47.0,0,47.0,URO
Monday,4,0,171.0,0,171.0,URO
Monday,4,0,240.0,0,240.0,URO
Monday,4,0,390.0,0,390.0,URO
Monday,6,0,87.0,0,87.0,URO
Monday,6,0,179.0,0,179.0,URO
Tuesday,7,0,111.0,0,111.0,GASTRO
Tuesday,7,0,116.0,0,116.0,GASTRO
Tuesday,7,0,184.0,0,184.0,GASTRO
Tuesday,7,0,349.0,0,349.0,GASTRO
Tuesday,7,0,364.0,0,364.0,GASTRO
Tuesday,10,0,76.0,0,76.0,GYN
Tuesday,10,0,204.0,0,204.0,GYN
Tuesday,10,0,263.0,0,263.0,GYN
Tuesday,10,0,346.0,0,346.0,GYN
Tuesday,11,0,61.0,0,61.0,GYN
Tuesday,11,0,104.0,0,104.0,GYN
Tuesday,11,0,148.0,0,148.0,GYN
Tuesday,11,0,231.0,0,231.0,GYN
Tuesday,11,0,295.0,0,295.0,GYN
Tuesday,11,0,428.0,0,428.0,GYN
Tuesday,8,0,131.0,0,131.0,ORTH
Tuesday,8,0,160.0,0,160.0,ORTH
Tuesday,8,0,167.0,0,167.0,ORTH
Tuesday,8,0,468.0,0,468.0,ORTH
Tuesday,8,0,472.0,0,472.0,ORTH
Tuesday,9,0,94.0,0,94.0,ORTH
Tuesday,9,0,299.0,0,299.0,ORTH
Tuesday,12,0,43.0,0,43.0,URO
Tuesday,12,0,71.0,0,71.0,URO
Tuesday,12,0,190.0,0,190.0,URO
Tuesday,12,0,406.0,0,406.0,URO
Wednesday,15,0,2.0,0,2.0,CARD
Wednesday,15,0,66.0,0,66.0,CARD
Wednesday,15,0,236.0,0,236.0,CARD
Wednesday,15,0,433.0,0,433.0,CARD
Wednesday,15,0,446.0,0,446.0,CARD
Wednesday,13,0,18.0,0,18.0,GASTRO
Wednesday,13,0,172.0,0,172.0,GASTRO
Wednesday,13,0,262.0,0,262.0,GASTRO
Wednesday,13,0,409.0,0,409.0,GASTRO
Wednesday,14,0,79.0,0,79.0,GASTRO
Wednesday,14,0,279.0,0,279.0,GASTRO
Wednesday,14,0,467.0,0,467.0,GASTRO
Wednesday,17,0,27.0,0,27.0,GYN
Wednesday,17,0,255.0,0,255.0,GYN
Wednesday,17,0,295.0,0,295.0,GYN
Wednesday,18,0,82.0,0,82.0,GYN
Wednesday,18,0,247.0,0,247.0,GYN
Wednesday,18,0,273.0,0,273.0,GYN
Wednesday,18,0,367.0,0,367.0,GYN
Wednesday,16,0,121.0,0,121.0,MED
Wednesday,16,0,343.0,0,343.0,MED
Wednesday,16,0,364.0,0,364.0,MED
Wednesday,20,0,65.0,0,65.0,ORTH
Wednesday,20,0,303.0,0,303.0,ORTH
Wednesday,19,0,263.0,0,263.0,URO
Wednesday,19,0,304.0,0,304.0,URO
Wednesday,19,0,382.0,0,382.0,URO
Thursday,21,0,14.0,0,14.0,GASTRO
Thursday,21,0,211.0,0,211.0,GASTRO
Thursday,21,0,300.0,0,300.0,GASTRO
Thursday,21,0,338.0,0,338.0,GASTRO
Thursday,23,0,107.0,0,107.0,GYN
Thursday,23,0,225.0,0,225.0,GYN
Thursday,23,0,435.0,0,435.0,GYN
Thursday,23,0,443.0,0,443.0,GYN
Thursday,24,0,126.0,0,126.0,GYN
Thursday,24,0,131.0,0,131.0,GYN
Thursday,24,0,305.0,0,305.0,GYN
Thursday,22,0,149.0,0,149.0,ORTH
Thursday,22,0,162.0,0,162.0,ORTH
Thursday,22,0,164.0,0,164.0,ORTH
Thursday,25,0,43.0,0,43.0,URO
Thursday,25,0,196.0,0,196.0,URO
Thursday,25,0,280.0,0,280.0,URO
Thursday,25,0,405.0,0,405.0,URO
Friday,27,0,53.0,0,53.0,CARD
Friday,27,0,376.0,0,376.0,CARD
Friday,31,0,236.0,0,236.0,CARD
Friday,31,0,239.0,0,239.0,CARD
Friday,31,0,334.0,0,334.0,CARD
Friday,31,0,395.0,0,395.0,CARD
Friday,26,0,87.0,0,87.0,GASTRO
Friday,26,0,136.0,0,136.0,GASTRO
Friday,29,0,3.0,0,3.0,GYN
Friday,29,0,6.0,0,6.0,GYN
Friday,29,0,91.0,0,91.0,GYN
Friday,29,0,261.0,0,261.0,GYN
Friday,29,0,338.0,0,338.0,GYN
Friday,29,0,437.0,0,437.0,GYN
Friday,29,0,458.0,0,458.0,GYN
