Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,3,0,91.0,0,91.0,GYN
Monday,3,1,126.0,0,126.0,GYN
Monday,3,2,127.0,0,127.0,GYN
Monday,0,3,241.0,0,241.0,GASTRO
Monday,0,4,273.0,0,273.0,GASTRO
Monday,0,5,331.0,0,331.0,GASTRO
Monday,2,6,315.0,0,315.0,ORTH
Monday,2,7,441.0,0,441.0,ORTH
Monday,1,8,98.0,0,98.0,CARD
Monday,1,9,316.0,0,316.0,CARD
Monday,5,10,457.0,0,457.0,CARD
Monday,4,11,30.0,0,30.0,URO
Monday,4,12,31.0,0,31.0,URO
Monday,4,13,58.0,0,58.0,URO
Monday,6,14,28.0,0,28.0,URO
Monday,6,15,86.0,0,86.0,URO
Monday,6,16,377.0,0,377.0,URO
Tuesday,10,17,45.0,0,45.0,GYN
Tuesday,10,18,143.0,0,143.0,GYN
Tuesday,10,19,242.0,0,242.0,GYN
Tuesday,10,20,478.0,0,478.0,GYN
Tuesday,11,21,418.0,0,418.0,GYN
Tuesday,11,22,443.0,0,443.0,GYN
Tuesday,7,23,175.0,0,175.0,GASTRO
Tuesday,7,24,358.0,0,358.0,GASTRO
Tuesday,8,25,62.0,0,62.0,ORTH
Tuesday,8,26,121.0,0,121.0,ORTH
Tuesday,8,27,169.0,0,169.0,ORTH
Tuesday,9,28,90.0,0,90.0,ORTH
Tuesday,9,29,148.0,0,148.0,ORTH
Tuesday,9,30,235.0,0,235.0,ORTH
Tuesday,9,31,478.0,0,478.0,ORTH
Tuesday,12,32,20.0,0,20.0,URO
Tuesday,12,33,76.0,0,76.0,URO
Tuesday,12,34,304.0,0,304.0,URO
Tuesday,12,35,310.0,0,310.0,URO
Tuesday,12,36,346.0,0,346.0,URO
Wednesday,16,37,79.0,0,79.0,MED
Wednesday,16,38,245.0,0,245.0,MED
Wednesday,17,39,153.0,0,153.0,GYN
Wednesday,17,40,280.0,0,280.0,GYN
Wednesday,17,41,430.0,0,430.0,GYN
Wednesday,18,42,3.0,0,3.0,GYN
Wednesday,18,43,149.0,0,149.0,GYN
Wednesday,18,44,159.0,0,159.0,GYN
Wednesday,18,45,293.0,0,293.0,GYN
Wednesday,18,46,360.0,0,360.0,GYN
Wednesday,18,47,451.0,0,451.0,GYN
Wednesday,18,48,465.0,0,465.0,GYN
Wednesday,13,49,34.0,0,34.0,GASTRO
Wednesday,13,50,74.0,0,74.0,GASTRO
Wednesday,13,51,100.0,0,100.0,GASTRO
Wednesday,13,52,344.0,0,344.0,GASTRO
Wednesday,14,53,103.0,0,103.0,GASTRO
Wednesday,14,54,211.0,0,211.0,GASTRO
Wednesday,14,55,325.0,0,325.0,GASTRO
Wednesday,14,56,467.0,0,467.0,GASTRO
Wednesday,20,57,13.0,0,13.0,ORTH
Wednesday,15,58,69.0,0,69.0,CARD
Wednesday,15,59,128.0,0,128.0,CARD
Wednesday,15,60,149.0,0,149.0,CARD
Wednesday,15,61,195.0,0,195.0,CARD
Wednesday,15,62,227.0,0,227.0,CARD
Wednesday,19,63,251.0,0,251.0,URO
Wednesday,19,64,279.0,0,279.0,URO
Wednesday,19,65,298.0,0,298.0,URO
Thursday,23,66,260.0,0,260.0,GYN
Thursday,23,67,391.0,0,391.0,GYN
Thursday,23,68,434.0,0,434.0,GYN
Thursday,24,69,99.0,0,99.0,GYN
Thursday,24,70,211.0,0,211.0,GYN
Thursday,21,71,225.0,0,225.0,GASTRO
Thursday,21,72,323.0,0,323.0,GASTRO
Thursday,22,73,21.0,0,21.0,ORTH
Thursday,22,74,182.0,0,182.0,ORTH
Thursday,22,75,357.0,0,357.0,ORTH
Thursday,25,76,127.0,0,127.0,URO
Thursday,25,77,164.0,0,164.0,URO
Friday,26,78,141.0,0,141.0,GASTRO
Friday,28,79,42.0,0,42.0,ORTH
Friday,28,80,146.0,0,146.0,ORTH
Friday,28,81,458.0,0,458.0,ORTH
Friday,27,82,306.0,0,306.0,CARD
Friday,31,83,81.0,0,81.0,CARD
