Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,3,0,134.0,0,134.0,GYN
Monday,3,1,345.0,0,345.0,GYN
Monday,3,2,423.0,0,423.0,GYN
Monday,0,3,223.0,0,223.0,GASTRO
Monday,2,4,76.0,0,76.0,ORTH
Monday,2,5,191.0,0,191.0,ORTH
Monday,2,6,196.0,0,196.0,ORTH
Monday,2,7,290.0,0,290.0,ORTH
Monday,1,8,140.0,0,140.0,CARD
Monday,5,9,73.0,0,73.0,CARD
Monday,5,10,267.0,0,267.0,CARD
Monday,5,11,316.0,0,316.0,CARD
Monday,6,12,2.0,0,2.0,URO
Monday,6,13,114.0,0,114.0,URO
Monday,6,14,222.0,0,222.0,URO
Tuesday,10,15,233.0,0,233.0,GYN
Tuesday,11,16,89.0,0,89.0,GYN
Tuesday,11,17,351.0,0,351.0,GYN
Tuesday,7,18,33.0,0,33.0,GASTRO
Tuesday,7,19,240.0,0,240.0,GASTRO
Tuesday,7,20,299.0,0,299.0,GASTRO
Tuesday,7,21,334.0,0,334.0,GASTRO
Tuesday,8,22,467.0,0,467.0,ORTH
Tuesday,9,23,307.0,0,307.0,ORTH
Tuesday,12,24,22.0,0,22.0,URO
Tuesday,12,25,278.0,0,278.0,URO
Tuesday,12,26,364.0,0,364.0,URO
Wednesday,16,27,295.0,0,295.0,MED
Wednesday,17,28,155.0,0,155.0,GYN
Wednesday,17,29,338.0,0,338.0,GYN
Wednesday,18,30,68.0,0,68.0,GYN
Wednesday,18,31,185.0,0,185.0,GYN
Wednesday,13,32,166.0,0,166.0,GASTRO
Wednesday,13,33,256.0,0,256.0,GASTRO
Wednesday,13,34,432.0,0,432.0,GASTRO
Wednesday,14,35,80.0,0,80.0,GASTRO
Wednesday,20,36,76.0,0,76.0,ORTH
Wednesday,15,37,91.0,0,91.0,CARD
Wednesday,19,38,169.0,0,169.0,URO
Thursday,23,39,233.0,0,233.0,GYN
Thursday,23,40,393.0,0,393.0,GYN
Thursday,23,41,440.0,0,440.0,GYN
Thursday,24,42,122.0,0,122.0,GYN
Thursday,24,43,225.0,0,225.0,GYN
Thursday,24,44,314.0,0,314.0,GYN
Thursday,21,45,114.0,0,114.0,GASTRO
Thursday,21,46,431.0,0,431.0,GASTRO
Thursday,22,47,57.0,0,57.0,ORTH
Thursday,22,48,397.0,0,397.0,ORTH
Friday,29,49,22.0,0,22.0,GYN
Friday,29,50,192.0,0,192.0,GYN
Friday,29,51,298.0,0,298.0,GYN
Friday,26,52,211.0,0,211.0,GASTRO
Friday,28,53,395.0,0,395.0,ORTH
Friday,27,54,61.0,0,61.0,CARD
Friday,27,55,136.0,0,136.0,CARD
Friday,27,56,233.0,0,233.0,CARD
Friday,27,57,442.0,0,442.0,CARD
Friday,30,58,163.0,0,163.0,URO
Friday,30,59,459.0,0,459.0,URO
